customer_id,segment,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,campaign_clicks_30d,sessions_30d,churn_next_60d
CUST00414,Potential Loyalists,3,1,311.44,1,1.0,1,5,1
CUST00415,Hibernating,120,1,1236.13,0,0.0,2,1,1
CUST00416,Potential Loyalists,28,2,1020.28,1,0.0,0,4,0
CUST00417,Hibernating,151,1,611.96,0,0.0,1,0,1
CUST00418,Potential Loyalists,5,2,1919.75,1,0.0,2,8,0
CUST00419,Hibernating,98,2,1795.1,0,0.0,1,12,1
CUST00420,Potential Loyalists,18,1,1380.99,0,0.0,0,14,0
CUST00421,Potential Loyalists,0,1,1547.12,0,0.0,0,4,0
CUST00422,Hibernating,125,1,664.17,0,0.0,0,7,1
CUST00423,Hibernating,135,2,1922.89,0,0.0,0,1,1
CUST00424,Hibernating,113,1,625.54,0,0.0,1,5,1
CUST00425,Hibernating,113,2,1502.44,0,0.0,2,12,0
CUST00426,Hibernating,77,1,718.2,0,0.0,0,8,1
CUST00427,Potential Loyalists,1,2,331.53,1,0.5,0,4,1
CUST00428,Hibernating,74,2,810.98,0,0.0,0,1,0
CUST00429,Potential Loyalists,6,1,432.48,1,0.0,2,13,0
CUST00430,Champions,22,3,2369.81,0,0.0,0,0,0
CUST00431,Hibernating,154,2,903.65,0,0.0,1,1,1
CUST00432,Hibernating,112,2,2306.14,0,0.0,0,9,1
CUST00433,Potential Loyalists,36,2,1032.26,1,0.0,0,10,0
CUST00434,Hibernating,293,0,0.0,0,0.0,1,2,0
CUST00435,Hibernating,200,0,0.0,0,0.0,1,1,1
CUST00436,Loyal Customers,49,3,2100.42,0,0.0,0,2,0
CUST00437,Hibernating,151,1,729.22,0,0.0,0,0,0
CUST00438,Loyal Customers,64,3,2466.39,2,1.0,2,6,1
CUST00439,Hibernating,119,1,501.55,0,0.0,0,7,1
CUST00440,Potential Loyalists,64,1,325.03,1,0.0,0,5,1
CUST00441,Hibernating,211,0,0.0,0,0.0,0,1,1
CUST00442,At Risk,69,3,1148.99,0,0.0,0,2,1
CUST00443,Hibernating,265,0,0.0,0,0.0,0,2,1
CUST00444,Hibernating,232,0,0.0,0,0.0,1,1,1
CUST00445,Potential Loyalists,26,1,1594.8,0,0.0,1,4,0
CUST00446,Potential Loyalists,26,1,521.16,0,0.0,0,9,1
CUST00447,Loyal Customers,36,6,2647.85,2,0.167,1,6,0
CUST00448,Hibernating,136,1,678.51,0,0.0,3,11,1
CUST00449,Hibernating,209,0,0.0,0,0.0,0,1,1
CUST00450,Potential Loyalists,44,1,862.9,0,0.0,0,5,0
CUST00451,Potential Loyalists,29,2,2306.23,0,0.0,0,3,0
CUST00452,Hibernating,256,0,0.0,0,0.0,0,2,1
CUST00453,Champions,17,4,3032.93,1,0.0,0,1,0
CUST00454,Champions,13,3,1507.78,2,0.0,1,17,0
CUST00455,Hibernating,273,0,0.0,0,0.0,0,0,1
CUST00456,Hibernating,147,1,1052.09,0,0.0,1,0,1
CUST00457,Hibernating,321,0,0.0,0,0.0,0,1,1
CUST00458,Potential Loyalists,4,2,1371.81,0,0.0,0,4,0
CUST00459,Hibernating,237,0,0.0,0,0.0,0,5,1
CUST00460,Champions,19,5,3252.95,1,0.2,1,8,0
CUST00461,Hibernating,194,0,0.0,0,0.0,1,3,1
CUST00462,Potential Loyalists,35,1,744.65,0,0.0,0,2,1
CUST00463,Loyal Customers,29,4,5048.68,0,0.0,0,0,0
CUST00464,At Risk,106,3,1513.01,0,0.0,1,6,1
CUST00465,Hibernating,177,1,1298.74,0,0.0,1,3,1
CUST00466,Champions,25,5,3048.01,0,0.2,2,9,0
CUST00467,Potential Loyalists,3,1,487.76,0,0.0,1,7,0
CUST00468,Hibernating,198,0,0.0,0,0.0,1,1,1
CUST00469,Champions,19,3,1886.95,0,0.0,0,8,0
CUST00470,Hibernating,166,1,218.29,0,0.0,0,1,1
CUST00471,Hibernating,126,1,307.23,0,0.0,0,5,1
CUST00472,Hibernating,114,1,1728.07,0,0.0,0,0,0
CUST00473,Hibernating,121,2,1291.76,0,0.5,0,0,1
CUST00474,Champions,22,3,1652.35,0,0.333,0,5,0
CUST00475,Potential Loyalists,39,2,822.87,0,0.0,0,2,0
CUST00476,Hibernating,140,1,335.33,0,0.0,0,6,1
CUST00477,Potential Loyalists,60,2,1480.16,0,0.0,1,2,0
CUST00478,Potential Loyalists,31,2,862.04,0,0.0,1,8,0
CUST00479,Hibernating,269,0,0.0,0,0.0,0,5,1
CUST00480,Hibernating,148,1,491.6,0,0.0,0,2,1
CUST00481,Potential Loyalists,43,2,934.12,0,0.0,1,10,0
CUST00482,Potential Loyalists,32,1,961.86,0,0.0,1,15,0
CUST00483,Hibernating,107,2,1258.46,0,0.0,0,3,0
CUST00484,Potential Loyalists,62,2,1741.75,1,0.0,0,9,0
CUST00485,Hibernating,228,0,0.0,0,0.0,1,1,1
CUST00486,Potential Loyalists,44,1,810.16,0,0.0,0,10,0
CUST00487,Potential Loyalists,29,1,617.91,1,0.0,0,2,0
CUST00488,Hibernating,217,0,0.0,0,0.0,1,8,1
CUST00489,Hibernating,210,0,0.0,0,0.0,0,10,1
CUST00490,Potential Loyalists,7,1,557.54,1,1.0,1,8,0
CUST00491,Hibernating,97,1,540.89,1,1.0,1,10,0
CUST00492,Potential Loyalists,61,1,509.57,0,0.0,0,0,0
CUST00493,Hibernating,108,2,1757.06,0,0.5,3,10,1
CUST00494,Potential Loyalists,11,1,660.15,0,0.0,0,6,0
CUST00495,Potential Loyalists,45,2,2001.59,0,0.0,0,4,0
CUST00496,Potential Loyalists,35,1,1586.18,0,0.0,0,4,0
CUST00497,Hibernating,159,1,1724.62,0,0.0,2,1,1
CUST00498,Potential Loyalists,24,2,970.31,0,0.0,0,3,0
CUST00499,Potential Loyalists,18,1,1553.47,0,0.0,0,1,0
CUST00500,Potential Loyalists,43,2,2352.5,0,0.0,1,10,0
CUST00501,Champions,20,4,2834.75,1,0.0,0,4,0
CUST00502,Potential Loyalists,17,2,1615.24,0,0.0,0,13,0
CUST00503,Loyal Customers,48,3,2246.7,2,0.0,0,4,0
CUST00504,Potential Loyalists,15,1,1602.01,0,0.0,2,9,0
CUST00505,Hibernating,125,1,1027.23,0,0.0,1,9,0
CUST00506,Loyal Customers,38,3,2912.1,0,0.0,1,0,0
CUST00507,Hibernating,120,1,2716.4,0,0.0,0,1,1
CUST00508,Hibernating,148,1,717.51,0,0.0,0,6,0
CUST00509,Potential Loyalists,21,1,954.21,0,0.0,1,9,0
CUST00510,Hibernating,162,1,531.36,0,0.0,1,4,1
CUST00511,Potential Loyalists,5,2,1447.75,1,0.0,0,18,0
CUST00512,Champions,16,4,2468.63,1,0.0,0,6,1
CUST00513,Loyal Customers,27,4,2536.83,1,0.0,0,6,0
CUST00514,Hibernating,93,1,1687.55,0,0.0,4,11,1
CUST00515,Potential Loyalists,6,2,1540.13,0,0.0,0,2,0
CUST00516,Potential Loyalists,27,1,623.59,0,0.0,2,9,1
CUST00517,Potential Loyalists,59,1,612.95,0,0.0,3,2,0
CUST00518,Potential Loyalists,23,1,226.9,0,0.0,0,5,0
CUST00519,Hibernating,81,1,412.42,0,0.0,0,0,0
CUST00520,Potential Loyalists,2,1,503.98,0,0.0,2,2,0
CUST00521,Loyal Customers,42,6,2945.06,1,0.0,3,5,0
CUST00522,Hibernating,462,0,0.0,0,0.0,2,1,1
CUST00523,Potential Loyalists,29,1,921.24,0,0.0,0,7,0
CUST00524,Potential Loyalists,11,1,1453.6,0,0.0,1,10,1
CUST00525,Hibernating,220,0,0.0,0,0.0,0,1,1
CUST00526,Potential Loyalists,2,1,1131.41,0,0.0,0,6,0
CUST00527,Hibernating,113,1,1920.65,0,0.0,0,1,0
CUST00528,Potential Loyalists,14,1,556.1,0,0.0,0,12,0
CUST00529,Potential Loyalists,63,1,1129.52,1,0.0,2,11,0
CUST00530,Potential Loyalists,57,2,1840.55,0,0.0,0,2,0
CUST00531,Potential Loyalists,43,2,648.41,1,0.0,0,1,1
CUST00532,Hibernating,118,1,880.45,0,0.0,0,1,1
CUST00533,Potential Loyalists,4,1,149.0,1,0.0,0,9,0
CUST00534,Hibernating,74,2,1020.2,0,0.0,0,4,1
CUST00535,Hibernating,138,1,192.93,0,0.0,1,5,1
CUST00536,Loyal Customers,55,4,4432.75,0,0.0,1,14,0
CUST00537,Potential Loyalists,2,1,447.58,0,0.0,0,4,0
CUST00538,Hibernating,70,2,1306.09,0,0.0,2,5,0
CUST00539,Loyal Customers,65,3,4301.82,0,0.0,1,1,0
CUST00540,Potential Loyalists,56,2,718.07,0,0.0,0,3,0
CUST00541,At Risk,132,4,2894.17,0,0.0,2,1,0
CUST00542,Potential Loyalists,54,1,576.88,0,0.0,1,1,0
CUST00543,Hibernating,197,0,0.0,0,0.0,2,2,1
CUST00544,Hibernating,85,1,757.57,0,0.0,0,6,1
CUST00545,Potential Loyalists,1,1,603.57,1,0.0,2,9,0
CUST00546,Potential Loyalists,3,2,2127.37,0,0.0,1,12,0
CUST00547,Potential Loyalists,39,1,1001.24,1,1.0,0,6,0
CUST00548,Hibernating,165,1,858.7,0,0.0,0,6,0
CUST00549,Hibernating,132,2,1035.57,0,0.0,1,1,1
CUST00550,Potential Loyalists,11,1,525.8,0,0.0,0,0,0
CUST00551,Potential Loyalists,25,1,470.34,0,0.0,2,10,0
CUST00552,Potential Loyalists,4,1,567.45,0,0.0,1,12,0
CUST00553,Hibernating,293,0,0.0,0,0.0,0,2,1
CUST00554,Potential Loyalists,7,2,750.58,0,0.0,0,10,0
CUST00555,Potential Loyalists,45,2,1122.75,1,0.0,1,3,0
CUST00556,Potential Loyalists,26,1,936.16,1,0.0,0,1,1
CUST00557,Potential Loyalists,16,2,977.03,0,0.0,1,17,0
CUST00558,Hibernating,399,0,0.0,0,0.0,0,1,1
CUST00559,Potential Loyalists,1,1,469.57,0,0.0,1,2,0
CUST00560,Hibernating,231,0,0.0,0,0.0,0,1,1
CUST00561,Potential Loyalists,4,1,256.33,1,0.0,0,16,0
CUST00562,Hibernating,259,0,0.0,0,0.0,1,1,1
CUST00563,Hibernating,105,1,463.49,0,0.0,0,1,1
CUST00564,Hibernating,130,1,584.7,0,0.0,0,10,1
CUST00565,Potential Loyalists,39,1,275.55,0,0.0,2,10,0
CUST00566,Potential Loyalists,22,1,657.76,0,0.0,0,25,0
CUST00567,Potential Loyalists,3,2,1674.78,0,0.0,0,9,0
CUST00568,Potential Loyalists,34,1,482.12,0,0.0,0,3,1
CUST00569,Hibernating,113,1,430.0,0,0.0,3,7,0
CUST00570,Hibernating,168,1,976.72,0,1.0,1,0,1
CUST00571,Potential Loyalists,32,1,598.14,1,1.0,0,5,0
CUST00572,Loyal Customers,51,4,2434.63,0,0.0,0,8,1
CUST00573,At Risk,125,3,1879.54,0,0.0,0,0,1
CUST00574,Champions,5,6,5505.69,0,0.0,1,14,0
CUST00575,Hibernating,83,1,548.72,1,0.0,1,6,1
CUST00576,Potential Loyalists,46,1,470.46,0,0.0,1,15,1
CUST00577,Hibernating,72,2,1058.36,0,0.0,2,7,0
CUST00578,Hibernating,376,0,0.0,0,0.0,2,2,1
CUST00579,Potential Loyalists,10,1,301.68,0,0.0,0,1,1
CUST00580,Hibernating,74,1,713.84,0,0.0,1,4,0
CUST00581,Hibernating,76,2,1527.79,0,0.0,0,0,1
CUST00582,Hibernating,286,0,0.0,0,0.0,2,2,1
CUST00583,Hibernating,263,0,0.0,0,0.0,0,2,1
CUST00584,Hibernating,83,1,591.05,0,0.0,0,9,1
CUST00585,Hibernating,113,2,967.27,0,0.0,2,15,0
CUST00586,Hibernating,128,1,371.62,0,0.0,0,1,1
CUST00587,Potential Loyalists,18,1,275.79,0,0.0,0,10,0
CUST00588,Hibernating,76,1,649.95,0,0.0,0,6,0
CUST00589,Hibernating,71,1,479.6,1,0.0,1,4,1
CUST00590,Hibernating,140,1,515.92,0,0.0,3,7,1
CUST00591,Hibernating,69,1,865.39,0,0.0,4,2,1
CUST00592,Potential Loyalists,20,1,627.36,0,0.0,0,3,1
CUST00593,Loyal Customers,29,4,2441.17,1,0.0,0,9,0
CUST00594,Hibernating,91,1,448.78,0,0.0,0,0,1
CUST00595,Champions,20,3,1431.75,0,0.0,0,9,0
CUST00596,Potential Loyalists,50,1,503.66,1,0.0,1,13,1
CUST00597,Potential Loyalists,52,1,1256.0,1,0.0,0,0,1
CUST00598,Potential Loyalists,7,1,545.96,0,0.0,3,20,0
CUST00599,Hibernating,169,2,2008.74,0,0.0,1,2,0
CUST00600,Hibernating,263,0,0.0,0,0.0,0,3,1
CUST00601,Hibernating,70,1,537.85,0,0.0,3,8,1
CUST00602,Hibernating,91,1,171.18,0,0.0,1,5,1
CUST00603,Champions,10,6,3515.31,2,0.0,1,12,0
CUST00604,Hibernating,90,1,761.72,0,0.0,1,2,0
CUST00605,Hibernating,160,2,1049.15,0,0.0,0,8,1
CUST00606,Hibernating,120,1,240.15,0,0.0,0,7,1
CUST00607,Hibernating,249,0,0.0,0,0.0,0,9,1
CUST00608,Potential Loyalists,27,2,1397.1,1,0.0,0,7,0
CUST00609,Champions,6,5,4581.16,0,0.0,1,6,0
CUST00610,Champions,22,3,3213.04,1,0.333,0,10,0
CUST00611,Hibernating,235,0,0.0,0,0.0,0,5,1
CUST00612,Potential Loyalists,48,2,2120.98,0,0.0,0,9,1
CUST00613,Champions,4,4,2969.31,2,0.0,0,14,0
CUST00614,Hibernating,196,0,0.0,0,0.0,1,1,1
CUST00615,Potential Loyalists,34,1,446.03,1,1.0,1,4,1
CUST00616,Potential Loyalists,36,2,1139.91,1,0.0,0,10,1
CUST00617,Champions,14,6,4116.99,0,0.0,0,8,0
CUST00618,Hibernating,92,2,1570.53,0,0.0,3,8,0
CUST00619,Potential Loyalists,2,2,925.36,0,0.0,0,8,0
CUST00620,Hibernating,90,1,449.48,1,0.0,2,17,0
CUST00621,Hibernating,92,1,348.53,0,0.0,1,6,1
CUST00622,Hibernating,180,1,1369.13,0,0.0,3,1,1
CUST00623,At Risk,108,4,1945.71,0,0.25,2,18,0
CUST00624,Hibernating,232,0,0.0,0,0.0,0,4,1
CUST00625,Loyal Customers,66,3,1716.26,0,0.0,0,2,1
CUST00626,Potential Loyalists,9,2,1214.38,1,0.0,0,12,0
CUST00627,Hibernating,75,1,403.11,0,0.0,1,6,1
CUST00628,Potential Loyalists,59,1,232.57,1,0.0,1,9,0
CUST00629,Potential Loyalists,44,1,442.4,0,0.0,1,2,0
CUST00630,Hibernating,93,2,1967.63,0,0.0,1,20,0
CUST00631,At Risk,68,3,1238.87,0,0.0,0,0,1
CUST00632,Potential Loyalists,61,1,1078.63,0,0.0,1,11,1
CUST00633,Potential Loyalists,33,1,1619.36,0,0.0,1,4,0
CUST00634,Hibernating,118,2,727.14,0,0.0,0,1,1
CUST00635,Hibernating,134,1,1016.46,0,0.0,1,1,1
CUST00636,Hibernating,72,2,2158.95,0,0.0,0,1,0
CUST00637,Potential Loyalists,60,1,928.75,0,0.0,0,1,0
CUST00638,Hibernating,173,1,300.91,0,0.0,0,0,1
CUST00639,Hibernating,369,0,0.0,0,0.0,0,1,1
CUST00640,Hibernating,130,1,641.86,0,0.0,1,0,1
CUST00641,Loyal Customers,35,3,1518.18,0,0.0,1,5,0
CUST00642,Champions,18,3,1654.45,0,0.0,0,4,0
CUST00643,Hibernating,155,1,1091.34,0,0.0,1,14,1
CUST00644,Hibernating,78,2,715.36,0,0.0,3,0,1
CUST00645,Hibernating,252,0,0.0,0,0.0,0,0,1
CUST00646,Hibernating,117,1,624.08,0,0.0,0,5,0
CUST00647,Potential Loyalists,64,1,507.52,1,0.0,0,2,1
CUST00648,Potential Loyalists,31,1,1298.17,0,0.0,3,3,0
CUST00649,Hibernating,124,1,364.41,0,0.0,0,5,1
CUST00650,Potential Loyalists,59,2,2193.25,0,0.0,0,6,1
CUST00651,Potential Loyalists,34,2,2189.98,0,0.0,2,6,0
CUST00652,Hibernating,75,2,2138.43,0,0.0,2,13,0
CUST00653,Potential Loyalists,32,2,2037.83,0,0.0,0,19,0
CUST00654,Champions,8,4,4671.99,2,0.5,0,8,0
CUST00655,Hibernating,79,1,631.53,0,0.0,0,0,0
CUST00656,Hibernating,67,2,1360.96,0,0.0,0,16,0
CUST00657,Potential Loyalists,63,2,674.97,1,0.5,1,5,1
CUST00658,Hibernating,219,0,0.0,0,0.0,1,3,1
CUST00659,Potential Loyalists,16,1,883.27,0,0.0,4,21,0
CUST00660,Potential Loyalists,43,1,573.43,0,0.0,2,7,0
CUST00661,Hibernating,180,1,415.44,0,0.0,0,1,1
CUST00662,Hibernating,124,1,852.96,0,0.0,0,2,1
CUST00663,Loyal Customers,64,3,1861.9,0,0.0,0,14,1
CUST00664,Potential Loyalists,20,1,237.27,1,0.0,0,1,0
CUST00665,Loyal Customers,35,3,1936.8,1,0.333,0,3,0
CUST00666,Potential Loyalists,3,1,540.99,1,0.0,1,1,0
CUST00667,Potential Loyalists,25,2,1406.34,0,0.5,0,7,0
CUST00668,Potential Loyalists,42,2,952.41,0,0.0,0,3,1
CUST00669,Loyal Customers,57,3,2774.76,0,0.0,0,1,0
CUST00670,Hibernating,242,0,0.0,0,0.0,1,0,1
CUST00671,Champions,2,3,2568.33,0,0.0,0,13,0
CUST00672,Hibernating,141,1,434.37,0,0.0,3,10,1
CUST00673,Hibernating,118,1,1297.2,0,0.0,1,1,1
CUST00674,Loyal Customers,56,5,2521.51,0,0.0,0,14,1
CUST00675,Hibernating,130,2,4218.15,0,0.0,1,8,0
CUST00676,Potential Loyalists,6,1,714.17,1,0.0,2,9,0
CUST00677,Potential Loyalists,6,1,291.61,0,0.0,0,1,0
CUST00678,Hibernating,196,0,0.0,0,0.0,0,1,1
CUST00679,At Risk,83,3,2474.75,0,0.0,3,3,0
CUST00680,Hibernating,215,0,0.0,0,0.0,0,1,1
CUST00681,Hibernating,211,0,0.0,0,0.0,0,1,1
CUST00682,Potential Loyalists,19,1,1238.23,1,0.0,1,6,0
CUST00683,Champions,0,3,3422.7,1,0.0,1,7,0
CUST00684,Hibernating,140,1,547.13,0,0.0,0,2,1
CUST00685,Potential Loyalists,2,1,1158.09,0,0.0,1,3,0
CUST00686,Hibernating,127,1,318.48,0,0.0,1,21,1
CUST00687,At Risk,117,3,2804.77,0,0.0,0,1,1
CUST00688,Champions,13,4,2214.44,1,0.25,0,1,0
CUST00689,At Risk,70,4,4514.31,0,0.0,0,13,0
CUST00690,Champions,4,3,3098.92,0,0.0,3,11,0
CUST00691,Potential Loyalists,61,2,1222.65,0,0.0,3,14,0
CUST00692,Potential Loyalists,58,1,269.14,0,0.0,1,0,1
CUST00693,Hibernating,147,1,804.56,0,0.0,0,0,1
CUST00694,Hibernating,74,1,345.14,0,0.0,0,14,1
CUST00695,Hibernating,198,0,0.0,0,0.0,0,4,1
CUST00696,Potential Loyalists,40,2,796.15,0,0.0,0,1,0
CUST00697,Hibernating,247,0,0.0,0,0.0,0,1,0
CUST00698,Champions,14,3,2572.72,2,0.333,0,11,0
CUST00699,Loyal Customers,47,4,2191.51,0,0.0,0,15,0
CUST00700,Potential Loyalists,49,1,345.91,0,0.0,0,1,0
CUST00701,Hibernating,122,1,892.63,0,0.0,0,10,1
CUST00702,Hibernating,77,1,357.55,1,0.0,0,2,1
CUST00703,Hibernating,104,1,360.06,0,0.0,0,3,1
CUST00704,Potential Loyalists,22,2,1084.34,0,0.0,0,12,1
CUST00705,Potential Loyalists,12,1,872.61,1,1.0,0,1,1
CUST00706,Potential Loyalists,2,1,439.07,0,0.0,0,2,0
CUST00707,Hibernating,189,0,0.0,0,0.0,0,10,0
CUST00708,Loyal Customers,45,4,2683.09,1,0.0,0,5,0
CUST00709,Hibernating,129,1,1966.47,0,0.0,0,0,1
CUST00710,Champions,16,4,2426.17,0,0.0,0,8,0
CUST00711,Champions,19,5,4117.05,1,0.0,2,10,0
CUST00712,Potential Loyalists,4,1,676.24,0,0.0,0,2,0
CUST00713,Champions,3,4,3625.93,2,0.25,0,10,0
CUST00714,Loyal Customers,40,3,1036.94,1,0.333,1,2,0
CUST00715,Champions,25,3,954.63,0,0.0,0,4,0
CUST00716,Champions,6,3,1449.24,1,0.0,2,14,0
CUST00717,Potential Loyalists,0,1,884.85,0,0.0,0,6,0
CUST00718,Hibernating,117,1,348.64,0,0.0,1,2,1
CUST00719,Hibernating,168,1,461.68,0,0.0,0,2,0
CUST00720,Hibernating,291,0,0.0,0,0.0,1,1,1
CUST00721,Potential Loyalists,14,1,1856.99,0,0.0,1,8,0
CUST00722,Potential Loyalists,30,1,256.54,1,1.0,0,1,1
CUST00723,Hibernating,69,1,546.81,0,0.0,1,7,1
CUST00724,Potential Loyalists,8,2,1014.94,0,0.0,2,8,0
CUST00725,Hibernating,141,2,950.51,0,0.0,0,0,1
CUST00726,At Risk,98,4,4849.51,0,0.25,0,10,0
CUST00727,Champions,8,4,2696.01,0,0.25,2,10,1
CUST00728,Potential Loyalists,66,1,396.38,1,1.0,0,6,1
CUST00729,Hibernating,140,1,1324.83,0,0.0,1,1,1
CUST00730,Hibernating,232,0,0.0,0,0.0,0,3,0
CUST00731,Hibernating,136,1,433.67,0,0.0,1,2,1
CUST00732,Potential Loyalists,6,1,402.61,1,0.0,1,6,0
CUST00733,Potential Loyalists,66,1,376.53,0,0.0,0,5,0
CUST00734,Hibernating,89,2,2020.81,0,0.0,0,6,0
CUST00735,Potential Loyalists,12,2,1244.28,0,0.0,0,1,0
CUST00736,Loyal Customers,66,3,1727.68,0,0.0,0,3,1
CUST00737,Potential Loyalists,24,1,872.88,0,0.0,0,1,0
CUST00738,Hibernating,78,1,545.24,1,1.0,2,8,1
CUST00739,Potential Loyalists,24,1,1047.95,0,0.0,1,8,0
CUST00740,Hibernating,261,0,0.0,0,0.0,2,5,1
CUST00741,Hibernating,225,0,0.0,0,0.0,1,3,0
CUST00742,Potential Loyalists,49,1,441.54,0,0.0,0,5,1
CUST00743,Potential Loyalists,1,1,1124.66,0,0.0,2,3,0
CUST00744,Potential Loyalists,65,2,1108.58,0,0.0,2,2,1
CUST00745,Potential Loyalists,1,1,1077.53,0,0.0,0,14,0
CUST00746,Hibernating,177,1,352.33,0,0.0,0,0,1
CUST00747,Potential Loyalists,11,1,1123.87,1,0.0,0,13,0
CUST00748,Loyal Customers,58,3,2603.35,0,0.0,0,5,0
CUST00749,Potential Loyalists,11,1,872.34,0,0.0,3,13,0
CUST00750,Potential Loyalists,49,2,962.3,0,0.0,1,8,0
CUST00751,Potential Loyalists,15,1,657.24,0,0.0,1,8,0
CUST00752,Hibernating,97,2,1319.55,0,0.0,0,2,1
CUST00753,Hibernating,143,1,1093.17,0,0.0,0,9,1
CUST00754,Potential Loyalists,37,2,3639.05,0,0.0,1,18,0
CUST00755,Hibernating,200,0,0.0,0,0.0,2,12,1
CUST00756,Hibernating,113,1,329.74,0,0.0,0,0,1
CUST00757,Potential Loyalists,8,1,481.24,0,0.0,1,4,0
CUST00758,At Risk,78,3,1129.62,0,0.0,1,13,0
CUST00759,Potential Loyalists,38,2,1562.24,0,0.0,0,4,1
CUST00760,Hibernating,162,1,368.74,0,1.0,0,1,1
CUST00761,Hibernating,193,0,0.0,0,0.0,0,1,1
CUST00762,Potential Loyalists,46,2,2784.57,0,0.5,0,8,0
CUST00763,Hibernating,188,0,0.0,0,0.0,0,0,1
CUST00764,Potential Loyalists,23,2,1414.13,0,0.0,0,8,0
CUST00765,Hibernating,98,2,2264.58,0,0.0,0,2,1
CUST00766,Hibernating,166,1,389.83,0,0.0,0,7,1
CUST00767,Hibernating,75,1,468.97,1,0.0,3,7,1
CUST00768,Potential Loyalists,21,2,1483.56,1,0.0,0,3,0
CUST00769,Potential Loyalists,18,2,971.74,0,0.0,0,2,1
CUST00770,Loyal Customers,27,3,2711.16,1,0.0,1,12,0
CUST00771,Hibernating,90,1,456.76,1,0.0,0,8,1
CUST00772,Hibernating,190,0,0.0,0,0.0,1,9,1
CUST00773,Hibernating,71,1,658.94,0,0.0,0,4,1
CUST00774,Hibernating,101,1,364.21,0,0.0,0,2,1
CUST00775,Potential Loyalists,23,1,1298.92,0,0.0,2,8,0
CUST00776,Hibernating,135,1,547.9,0,0.0,0,0,1
CUST00777,Potential Loyalists,10,1,720.41,0,0.0,1,2,0
CUST00778,Hibernating,331,0,0.0,0,0.0,0,1,1
CUST00779,Potential Loyalists,6,1,416.15,0,0.0,1,3,0
CUST00780,Loyal Customers,36,4,3232.4,2,0.25,0,12,0
CUST00781,Potential Loyalists,49,1,442.8,0,0.0,0,4,0
CUST00782,Hibernating,194,0,0.0,0,0.0,2,1,1
CUST00783,Hibernating,232,0,0.0,0,0.0,2,3,1
CUST00784,Potential Loyalists,45,2,1269.12,0,0.0,1,11,1
CUST00785,Champions,11,3,1464.91,0,0.0,0,5,0
CUST00786,Hibernating,150,1,1030.43,0,0.0,0,1,1
CUST00787,Loyal Customers,48,3,2376.36,0,0.0,0,2,0
CUST00788,Potential Loyalists,49,1,1408.44,0,0.0,0,8,0
CUST00789,Potential Loyalists,55,1,753.6,0,0.0,0,1,0
CUST00790,Hibernating,78,1,458.83,1,0.0,1,9,1
CUST00791,Hibernating,230,0,0.0,0,0.0,0,0,1
CUST00792,Hibernating,148,1,1395.21,0,0.0,0,4,1
CUST00793,Hibernating,113,1,1730.51,0,0.0,1,1,1
CUST00794,Hibernating,171,1,413.58,0,0.0,0,7,1
CUST00795,Hibernating,138,2,2258.74,0,0.0,0,2,1
CUST00796,Hibernating,151,1,1622.25,0,0.0,0,8,1
CUST00797,Potential Loyalists,9,1,408.27,0,0.0,1,7,0
CUST00798,Potential Loyalists,57,2,1507.09,0,0.0,1,8,0
CUST00799,Potential Loyalists,56,2,738.93,0,0.0,0,2,1
CUST00800,Champions,12,5,5040.63,0,0.0,2,7,0
CUST00801,Hibernating,76,2,1510.24,1,0.0,0,1,1
CUST00802,Hibernating,201,0,0.0,0,0.0,0,1,1
CUST00803,Potential Loyalists,53,2,2106.41,0,0.0,2,2,0
CUST00804,Potential Loyalists,14,1,969.91,0,0.0,1,7,0
CUST00805,Potential Loyalists,41,1,780.79,0,0.0,0,8,0
CUST00806,Potential Loyalists,21,1,976.95,0,0.0,0,11,0
CUST00807,Hibernating,112,1,594.61,0,0.0,0,4,1
CUST00808,Potential Loyalists,53,1,444.73,1,0.0,0,16,0
CUST00809,Champions,22,3,1886.26,1,0.333,4,12,0
CUST00810,Hibernating,217,0,0.0,0,0.0,2,0,0
CUST00811,Hibernating,184,0,0.0,0,0.0,1,2,1
CUST00812,Hibernating,189,0,0.0,0,0.0,0,0,1
CUST00813,Champions,5,4,3695.8,1,0.0,3,11,0
CUST00814,Hibernating,88,2,3500.93,0,0.0,0,14,0
CUST00815,Hibernating,137,2,2569.54,0,0.0,0,3,0
CUST00816,Potential Loyalists,59,2,2688.92,1,0.0,1,7,0
CUST00817,Champions,9,7,6352.75,0,0.0,2,13,0
CUST00818,Hibernating,147,1,988.84,0,0.0,0,1,1
CUST00819,Loyal Customers,28,4,2164.49,0,0.0,0,5,0
CUST00820,Hibernating,189,0,0.0,0,0.0,2,4,1
CUST00821,Hibernating,94,1,409.56,1,0.0,0,6,0
CUST00822,At Risk,76,3,1713.47,1,0.0,0,10,0
CUST00823,Hibernating,146,2,546.33,0,0.5,0,2,1
CUST00824,Potential Loyalists,4,1,446.93,0,0.0,0,4,0
CUST00825,Hibernating,97,1,410.77,0,0.0,3,3,1
CUST00826,Hibernating,158,2,2063.86,0,0.0,0,9,1
CUST00827,Potential Loyalists,57,1,1699.04,0,0.0,2,4,0
CUST00828,Hibernating,90,1,355.91,0,0.0,0,5,1
